country;continent;year;lifeExp;pop;gdpPercap
Cameroon;Africa;1977;49.355;7959865;1.783.432.873
Cameroon;Africa;1982;5.296.100.000.000.000;9250831;2.367.983.282
Cameroon;Africa;1987;54.985;10780667;2.602.664.206
Cameroon;Africa;1992;5.431.399.999.999.990;12467171;17.931.632.780.000.000
Cameroon;Africa;1997;52.199;14195809;1.694.337.469
Cameroon;Africa;2002;49.856;15929988;1.934.011.449
Cameroon;Africa;2007;50.43;17696293;204.209.524
Canada;;1950;68.28;14011422;1.058.126.552
Canada;;1951;68.55;14330675;1.093.246.678
Canada;;1952;68.75;14785584;1.136.716.112
Canada;;1953;69.13;15183375;1.158.661.455
Canada;;1954;69.99;15636245;111.732.595
Canada;;1955;70.05;16050356;1.190.150.949
Canada;;1956;70.04;16445087;1.255.554.947
Canada;;1957;69.96;17010154;1.248.995.006
Canada;;1958;70.62;17462004;1.238.441.018
Canada;;1959;70.66;17872034;1.259.080.033
Canada;;1960;71.04;18266765;1.270.148.312
Canada;;1961;71.27;18634977;1.281.792.217
Canada;;1962;71.3;18985849;1.346.248.555
Canada;;1963;71.31;19342841;1.388.256.266
Canada;;1964;71.69;19711053;14.510.899.330.000.000
Canada;;1965;71.79;20071104;1.519.811.009
Canada;;1966;71.92;20448496;1.588.483.624
Canada;;1967;72.13;20819767;1.607.658.803
Canada;;1968;72.29;21143100;1.665.821.328
Canada;;1969;72.45;21448073;17.286.993.290.000.000
Canada;;1970;72.65;21749986;17.487.457.130.000.000
Canada;;1971;72.98;22026400;1.822.964.274
Canada;;1972;72.88;22284500;1.897.057.086
Canada;;1973;73.11;22559500;2.008.130.717
Canada;;1974;73.19;22874700;2.061.359.162
Canada;;1975;73.49;23209200;20.775.505.080.000.000
Canada;;1976;73.92;23517500;2.162.608.551
Canada;;1977;74.21;23796400;2.209.088.306
Canada;;1978;74.54;24036300;2.275.482.739
Canada;;1979;74.9;24276900;2.346.582.672
Canada;;1980;75.14;24593300;2.347.389.691
Canada;;1981;75.55;24900000;2.390.452.565
Canada;;1982;75.76;25201900;2.289.879.214
Canada;;1983;76.13;25456300;2.332.980.455
Canada;;1984;76.43;25701800;2.443.184.887
Canada;;1985;76.41;25941600;255.147.852
Canada;;1986;76.56;26203800;2.592.116.702
Canada;;1987;76.86;26549700;2.662.651.503
Canada;;1988;76.94;26894800;2.756.241.454
Canada;;1989;77.2;27379300;2.772.989.597
Canada;;1990;77.51;27790600;2.738.727.394
Canada;;1991;77.69;28117600;2.649.159.562
Canada;;1992;77.95;28523502;2.634.288.426
Canada;;1993;77.83;28920644;2.659.039.937
Canada;;1994;78.02;29262472;27.543.908.110.000.000
Canada;;1995;78.14;29619002;2.796.967.291
Canada;;1996;78.4;29983162;2.807.483.649
Canada;;1997;78.61;30305843;2.895.492.589
Canada;;1998;78.83;30628924;2.983.745.806
Canada;;1999;79.06;30957019;31.154.856.460.000.000
Canada;;2000;79.42;31278097;3.244.860.764
Canada;;2001;79.65;31592805;3.257.056.646
Canada;;2002;79.77;31902268;3.332.896.507
Canada;;2003;79.95;32207113;3.363.525.438
Canada;;2004;80.25;32507874;3.434.696.551
Canada;;2005;80.36;32805041;35078.0
Canada;;2007;80.653;33390141;3.631.923.501
Cape Verde;Africa;1952;48.48;155037;5.947.341.659
Cape Verde;Africa;1957;50.98;179516;5.836.337.743
Cape Verde;Africa;1962;52.98;209878;6.958.088.512
Cape Verde;Africa;1967;55.48;246787;7.658.281.051
Cape Verde;Africa;1972;57.48;275392;6.915.225.912.999.990
Cape Verde;Africa;1977;59.98;285691;6.677.823.441
Cape Verde;Africa;1982;6.176.600.000.000.000;304586;1.181.352.308
Cape Verde;Africa;1987;64.078;330779;1.481.038.343
Cape Verde;Africa;1997;68.646;388383;1.902.832.452
Cape Verde;Africa;2002;70.203;408760;2.505.291.423
Cape Verde;Africa;2007;7.167.699.999.999.990;423613;3.205.479.398
Central African Republic;Africa;1952;35.463;1291695;1.071.310.713
Central African Republic;Africa;1957;37.464;1392284;1.190.844.328
Central African Republic;Africa;1962;39.475;1523478;1.193.068.753
Central African Republic;Africa;1967;41.478;1733638;1.136.056.615
Central African Republic;Africa;1972;43.457;1927260;1.070.013.275
Central African Republic;Africa;1977;46.775;2167533;1.109.374.338
Central African Republic;Africa;1982;48.295;2476971;9.567.529.907
Central African Republic;Africa;1987;50.485;2840009;8.448.763.504.000.000
Central African Republic;Africa;1992;49.396;3265124;7.479.055.252
Central African Republic;Africa;1997;46.066;3696513;7.405.063.317
Central African Republic;Africa;2002;43.308;4048013;7.386.906.068
Central African Republic;Africa;2007;4.474.100.000.000.000;4369038;706.016.537
Chad;Africa;1952;38.092;2682462;1.178.665.927
Chad;Africa;1957;39.881;2894855;1.308.495.577
Chad;Africa;1962;41.716;3150417;1.389.817.618
Chad;Africa;1967;43.601.000.000.000.000;3495967;1.196.810.565
Chad;Africa;1972;45.569;3899068;1.104.103.987
Chad;Africa;1977;47.383;4388260;113.398.495
Chad;Africa;1982;49.517;4875118;7.979.081.006
Chad;Africa;1987;51.051;5498955;952.386.129
Chad;Africa;1992;51.724;6429417;10.580.643
Chad;Africa;1997;51.573;7562011;1.004.961.353
Chad;Africa;2002;50.525;8835739;115.618.186
Chad;Africa;2007;50.651;10238807;1.704.063.724
Chile;Americas;1952;54.745;6377619;3.939.978.789
Chile;Americas;1957;56.074;7048426;4.315.622.723
Chile;Americas;1962;57.924;7961258;4.519.094.331
Chile;Americas;1967;60.523;8858908;5.106.654.313
Chile;Americas;1972;63.441;9717524;5.494.024.437
Chile;Americas;1977;6.705.199.999.999.990;10599793;4.756.763.836
Chile;Americas;1982;70.565;11487112;50.956.657.380.000.000
Chile;Americas;1987;72.492;12463354;5.547.063.754
Chile;Americas;1992;74.126;13572994;7.596.125.964
Chile;Americas;1997;75.816;14599929;1.011.805.318
Chile;Americas;2002;77.86;15497046;1.077.878.385
Chile;Americas;2007;78.553;16284741;1.317.163.885
China;Asia;1953;4.455.952;581390000;5.089.458.694
China;Asia;1954;464.656;595310000;5.110.829.177
China;Asia;1955;4.802.216;608655000;5.267.439.603
China;Asia;1956;5.044.528;621465000;5.604.399.495
China;Asia;1957;5.054.896;637408000;5.759.870.009
China;Asia;1958;501.584;653235000;6.224.985.891
China;Asia;1959;3.840.448;666005000;6.161.921.861.000.000
China;Asia;1960;3.163.176;667070000;5.918.170.472.999.990
China;Asia;1961;3.410.448;660330000;49.200.628.110.000.000
China;Asia;1962;4.450.136;665770000;4.876.740.183
China;Asia;1963;5.189.912;682335000;5.206.900.172
China;Asia;1964;5.332.072;698355000;5.662.947.915
China;Asia;1965;556.468;715185000;6.134.549.871
China;Asia;1966;568.032;735400000;6.496.989.603.999.990
China;Asia;1967;5.838.112;754550000;6.127.056.934
China;Asia;1968;594.052;774510000;582.400.771
China;Asia;1969;609.652;796025000;6.125.461.008.999.990
China;Asia;1970;626.508;818315000;6.657.836.557
China;Asia;1971;6.373.736;841105000;6.770.101.471
China;Asia;1972;6.311.888;862030000;6.769.000.921
China;Asia;1973;627.808;881940000;7.077.530.136
China;Asia;1974;624.996;900350000;7.019.200.607
China;Asia;1975;6.269.888;916395000;7.289.965.913
China;Asia;1976;6.243.736;930685000;7.103.795.745
China;Asia;1977;6.396.736;943455000;7.412.374.699
China;Asia;1978;6.424.432;956165000;8.076.260.315.000.000
China;Asia;1979;6.508.536;969005000;8.546.172.386
China;Asia;1980;6.612.216;981235000;8.685.881.137
China;Asia;1981;6.644.976;993861000;90.483.126
China;Asia;1982;65.525;1000281000;9.624.213.805
China;Asia;1987;67.274;1084035000;1.378.904.018
China;Asia;1992;68.69;1164970000;1.655.784.158
China;Asia;1997;70.426;1230075000;2.289.234.136
China;Asia;2002;72.028;1280400000;3.119.280.896
China;Asia;2007;72.961;1318683096;4.959.114.854
Colombia;Americas;1952;50.643;12350771;2.144.115.096
Colombia;Americas;1957;55.118;14485993;2.323.805.581
Colombia;Americas;1962;57.863;17009885;2.492.351.109
Colombia;Americas;1967;59.963;19764027;2.678.729.839
Colombia;Americas;1972;6.162.300.000.000.000;22542890;3.264.660.041
Colombia;Americas;1977;63.837;25094412;381.580.787
Colombia;Americas;1982;66.653;27764644;4.397.575.659
Colombia;Americas;1987;67.768;30964245;49.032.191
Colombia;Americas;1992;68.421;34202721;5.444.648.617
Colombia;Americas;1997;70.313;37657830;6.117.361.746.000.000
Colombia;Americas;2002;71.682;41008227;5.755.259.962
Colombia;Americas;2007;72.889;44227550;7.006.580.419
Comoros;Africa;1952;40.715;153936;1.102.990.936
Comoros;Africa;1957;42.46;170928;1.211.148.548
Comoros;Africa;1962;44.467;191689;1.406.648.278
Comoros;Africa;1967;46.472;217378;1.876.029.643
Comoros;Africa;1972;48.944;250027;1.937.577.675
Comoros;Africa;1977;5.093.899.999.999.990;304739;1.172.603.047
Comoros;Africa;1982;52.933;348643;1.267.100.083
Comoros;Africa;1987;54.926;395114;1.315.980.812
Comoros;Africa;1992;5.793.899.999.999.990;454429;124.690.737
Comoros;Africa;1997;60.66;527982;1.173.618.235
Comoros;Africa;2002;62.974;614382;1.075.811.558
Comoros;Africa;2007;65.152;710960;9.861.478.792
Congo, Dem. Rep.;Africa;1952;39.143;14100005;7.805.423.257
Congo, Dem. Rep.;Africa;1957;40.652;15577932;9.058.602.303
Congo, Dem. Rep.;Africa;1962;42.122;17486434;8.963.146.335.000.000
Congo, Dem. Rep.;Africa;1967;44.056;19941073;8.615.932.424
Congo, Dem. Rep.;Africa;1972;45.989;23007669;9.048.960.685
Congo, Dem. Rep.;Africa;1977;47.804;26480870;795.757.282
Congo, Dem. Rep.;Africa;1982;47.784;30646495;6.737.478.181
Congo, Dem. Rep.;Africa;1987;47.412;35481645;672.774.812
Congo, Dem. Rep.;Africa;1992;45.548;41672143;4.577.191.807
Congo, Dem. Rep.;Africa;1997;42.587;47798986;312.188.423
Congo, Dem. Rep.;Africa;2002;44.966;55379852;2.411.658.765
Congo, Dem. Rep.;Africa;2007;46.462;64606759;2.775.518.587
Congo, Rep.;Africa;1952;42.111;854885;2.125.621.418
Congo, Rep.;Africa;1957;45.053;940458;2.315.056.572
Congo, Rep.;Africa;1962;48.435;1047924;2.464.783.157
Congo, Rep.;Africa;1967;52.04;1179760;26.779.396.420.000.000
Congo, Rep.;Africa;1972;54.907;1340458;3.213.152.683
Congo, Rep.;Africa;1977;55.625;1536769;3.259.178.978
Congo, Rep.;Africa;1982;56.695;1774735;4.879.507.522
Congo, Rep.;Africa;1987;57.47;2064095;4.201.194.936.999.990
Congo, Rep.;Africa;1992;56.433;2409073;4.016.239.529
Congo, Rep.;Africa;1997;52.962;2800947;3.484.164.376
Congo, Rep.;Africa;2002;52.97;3328795;348.406.197
Congo, Rep.;Africa;2007;55.322;3800610;3.632.557.798
Costa Rica;Americas;1950;55.6;866982;2.439.821.535
Costa Rica;Americas;1952;57.206;926317;26.270.094.710.000.000
Costa Rica;Americas;1957;60.026;1112300;2.990.010.802
Costa Rica;Americas;1962;62.842;1345187;3.460.937.025
Costa Rica;Americas;1967;6.542.399.999.999.990;1588717;4.161.727.834
Costa Rica;Americas;1972;6.784.899.999.999.990;1834796;5.118.146.939
Costa Rica;Americas;1977;70.75;2108457;5.926.876.967
Costa Rica;Americas;1982;73.45;2424367;5.262.734.751
Costa Rica;Americas;1987;74.752;2799811;5.629.915.318
Costa Rica;Americas;1992;7.571.300.000.000.000;3173216;6.160.416.317
Costa Rica;Americas;1997;77.26;3518107;6.677.045.314
Costa Rica;Americas;2002;78.123;3834934;7.723.447.195.000.000
Costa Rica;Americas;2007;78.782;4133884;964.506.142
Cote d'Ivoire;Africa;1952;40.477;2977019;1.388.594.732
Cote d'Ivoire;Africa;1957;42.469;3300000;1.500.895.925
Cote d'Ivoire;Africa;1962;44.93;3832408;17.288.694.280.000.000
Cote d'Ivoire;Africa;1967;47.35;4744870;2.052.050.473
Cote d'Ivoire;Africa;1972;49.801;6071696;2.378.201.111
Cote d'Ivoire;Africa;1977;52.374;7459574;2.517.736.547
Cote d'Ivoire;Africa;1982;53.983;9025951;2.602.710.169
Cote d'Ivoire;Africa;1987;54.655;10761098;21.569.560.690.000.000
Cote d'Ivoire;Africa;1992;52.044;12772596;1.648.073.791
Cote d'Ivoire;Africa;1997;4.799.100.000.000.000;14625967;1.786.265.407
Cote d'Ivoire;Africa;2002;46.832;16252726;1.648.800.823
Cote d'Ivoire;Africa;2007;48.328;18013409;1.544.750.112
Croatia;Europe;1952;61.21;3882229;311.923.652
Croatia;Europe;1957;64.77;3991242;4.338.231.617
Croatia;Europe;1962;67.13;4076557;5.477.890.018
Croatia;Europe;1967;68.5;4174366;6.960.297.861
Croatia;Europe;1972;69.61;4225310;9.164.090.127
Croatia;Europe;1977;70.64;4318673;1.130.538.517
Croatia;Europe;1982;70.46;4413368;1.322.182.184
Croatia;Europe;1987;71.52;4484310;1.382.258.394
Croatia;Europe;1992;72.527;4494013;8.447.794.873
Croatia;Europe;1997;73.68;4444595;9.875.604.515
Croatia;Europe;2002;74.876;4481020;1.162.838.895
Croatia;Europe;2007;75.748;4493312;14.619.222.719.999.900
Cuba;Americas;1950;55.714;5784797;5.180.436.272
Cuba;Americas;1952;5.942.100.000.000.000;6007797;558.653.878
Cuba;Americas;1957;62.325;6640752;60.921.743.590.000.000
Cuba;Americas;1962;6.524.600.000.000.000;7254373;518.075.591
Cuba;Americas;1967;68.29;8139332;5.690.268.015
Cuba;Americas;1972;70.723;8831348;5.305.445.256
Cuba;Americas;1977;72.649;9537988;6.380.494.965.999.990
Cuba;Americas;1982;73.717;9789224;7.316.918.106.999.990
Cuba;Americas;1987;7.417.399.999.999.990;10239839;7.532.924.762.999.990
Cuba;Americas;1992;74.414;10723260;5.592.843.963
Cuba;Americas;1997;7.615.100.000.000.000;10983007;5.431.990.415
Cuba;Americas;2002;77.158;11226999;6.340.646.683
Cuba;Americas;2007;78.273;11416987;8.948.102.923
Cyprus;Europe;1972;71.41;626300;7.624.588.570.999.990
Cyprus;Europe;1977;73.7;598400;8.898.469.476.999.990
Cyprus;Europe;1982;75.0;624300;1.166.393.819
Cyprus;Europe;1987;7.613.600.000.000.000;659400;1.463.494.796
Cyprus;Europe;1992;7.682.600.000.000.000;707285;1.836.449.845
Cyprus;Europe;1997;77.95;743728;2.040.922.897
Cyprus;Europe;2002;78.957;767314;2.368.360.331
Cyprus;Europe;2007;79.035;788457;2.600.287.197
Czech Republic;Europe;1950;64.43;8925122;6.690.749.648
Czech Republic;Europe;1951;65.25;9023170;6.734.885.719
Czech Republic;Europe;1952;66.87;9125183;687.614.025
Czech Republic;Europe;1953;67.56;9220908;6.774.039.587
Czech Republic;Europe;1954;68.05;9290617;69.792.186.900.000.000
Czech Republic;Europe;1955;68.97;9365969;7.495.881.059
Czech Republic;Europe;1956;69.37;9442040;7.855.581.256.999.990
Czech Republic;Europe;1957;69.03;9513758;8.256.343.918
Czech Republic;Europe;1958;69.94;9574650;8.811.025.887
Czech Republic;Europe;1959;69.92;9618554;9.135.702.191
Czech Republic;Europe;1960;70.46;9659818;9.763.502.773
Czech Republic;Europe;1961;70.64;9587250;1.006.006.939
Czech Republic;Europe;1962;69.9;9620282;1.013.686.713
Czech Republic;Europe;1963;70.42;9666468;9.880.818.469
Czech Republic;Europe;1964;70.58;9726030;1.026.834.191
Czech Republic;Europe;1965;70.27;9776922;105.746.228
Czech Republic;Europe;1966;70.49;9815359;1.097.200.996
Czech Republic;Europe;1967;70.38;9835109;1.139.944.489
Czech Republic;Europe;1968;69.94;9851051;11.893.045
Czech Republic;Europe;1969;69.44;9806577;1.214.416.425
Czech Republic;Europe;1970;69.53;9795226;1.235.908.198
Czech Republic;Europe;1971;69.77;9824749;1.272.607.613
Czech Republic;Europe;1972;70.29;9862158;131.084.536
Czech Republic;Europe;1973;70.13;9912080;1.345.794.085
Czech Republic;Europe;1974;70.21;9975770;1.384.319.819
Czech Republic;Europe;1975;70.55;10042019;1.414.229.877
Czech Republic;Europe;1976;70.66;10105143;1.426.047.536
Czech Republic;Europe;1977;70.71;10161915;1.480.016.062
Czech Republic;Europe;1978;70.78;10212894;1.488.216.908
Czech Republic;Europe;1979;70.89;10259670;1.491.648.544
Czech Republic;Europe;1980;70.42;10288726;15.255.986
Czech Republic;Europe;1981;70.86;10297904;151.230.591
Czech Republic;Europe;1982;70.96;10303704;1.537.722.855
Czech Republic;Europe;1983;70.73;10306888;1.557.171.065
Czech Republic;Europe;1984;70.99;10309224;1.590.092.311
Czech Republic;Europe;1985;71.2;10310162;1.599.209.469
Czech Republic;Europe;1986;71.13;10308836;1.625.980.427
Czech Republic;Europe;1987;71.58;10311597;163.104.434
Czech Republic;Europe;1988;71.78;10313782;1.664.497.723
Czech Republic;Europe;1989;71.83;10314343;1.675.782.085
Czech Republic;Europe;1990;71.49;10309514;1.627.017.261
Czech Republic;Europe;1991;72.03;10305158;1.437.648.735
Czech Republic;Europe;1992;72.4;10315702;1.429.702.122
Czech Republic;Europe;1993;72.92;10326434;1.430.096.105
Czech Republic;Europe;1994;73.13;10330165;1.461.702.155
Czech Republic;Europe;1995;73.26;10323830;15.493.473.080.000.000
Czech Republic;Europe;1996;73.9;10311817;16.137.212
Czech Republic;Europe;1997;74.01;10300707;1.604.851.424
Czech Republic;Europe;1998;74.63;10290949;1.595.962.777
Czech Republic;Europe;1999;74.81;10280436;1.620.516.024
Czech Republic;Europe;2000;75.06;10270128;1.682.323.775
Czech Republic;Europe;2001;75.39;10262308;17.255.902.280.000.000
Czech Republic;Europe;2002;75.51;10256295;17.596.210.219.999.900
Czech Republic;Europe;2003;75.46;10251087;1.823.758.775
Czech Republic;Europe;2004;76.01;10246178;1.906.106.809
Czech Republic;Europe;2005;76.22;10241138;20281.0
Czech Republic;Europe;2006;76.78;10235455;2.157.707.702
Czech Republic;Europe;2007;76.486;10228744;2.283.330.851
Denmark;Europe;1950;70.33;4271000;9.675.477.458
Denmark;Europe;1951;70.93;4303620;9.666.254.146
Denmark;Europe;1952;70.78;4334000;9.692.385.245
Denmark;Europe;1953;71.15;4369280;1.016.110.541
Denmark;Europe;1954;71.35;4406000;1.027.220.028
Denmark;Europe;1955;71.92;4439000;1.030.571.133
Denmark;Europe;1956;72.05;4466471;10366.19
Denmark;Europe;1957;71.81;4487831;1.109.965.935
Denmark;Europe;1958;72.24;4515132;1.128.099.757
Denmark;Europe;1959;72.22;4546636;1.203.620.036
Denmark;Europe;1960;72.21;4581000;1.227.961.856
Denmark;Europe;1961;72.47;4609817;1.297.643.602
Denmark;Europe;1962;72.35;4646899;1.358.331.351
Denmark;Europe;1963;72.44;4683579;1.356.143.467
Denmark;Europe;1964;72.52;4720171;1.471.516.498
Denmark;Europe;1965;72.4;4758100;1.526.386.573
Denmark;Europe;1966;72.48;4797500;1.555.156.018
Denmark;Europe;1967;72.96;4838800;1.593.721.123
Denmark;Europe;1968;73.17;4867300;1.649.495.248
Denmark;Europe;1969;73.26;4890687;1.746.179.325
Denmark;Europe;1970;73.38;4928757;1.767.779.288
Denmark;Europe;1971;73.44;4963126;1.802.343.374
Denmark;Europe;1972;73.47;4991596;1.886.620.721
Denmark;Europe;1973;73.71;5021861;194.334.781
Denmark;Europe;1974;73.84;5045297;1.916.284.526
Denmark;Europe;1975;74.11;5059861;1.898.155.018
Denmark;Europe;1976;73.78;5072596;2.015.941.674
Denmark;Europe;1977;74.69;5088419;204.229.015
Denmark;Europe;1978;74.45;5104247;20.660.161.030.000.000
Denmark;Europe;1979;74.27;5116800;2.133.990.635
Denmark;Europe;1980;74.16;5123027;2.121.985.084
Denmark;Europe;1981;74.29;5121572;2.103.704.755
Denmark;Europe;1982;74.63;5117810;2.168.804.048
Denmark;Europe;1983;74.5;5114297;2.224.953.046
Denmark;Europe;1984;74.65;5111619;2.323.853.543
Denmark;Europe;1985;74.52;5113691;242.254.201
Denmark;Europe;1986;74.69;5120534;2.507.425.739
Denmark;Europe;1987;74.8;5127024;2.511.617.581
Denmark;Europe;1988;74.89;5129516;2.539.629.132
Denmark;Europe;1989;74.92;5132593;2.544.785.704
Denmark;Europe;1990;74.92;5140954;2.571.412.973
Denmark;Europe;1991;75.29;5154352;2.598.080.761
Denmark;Europe;1992;75.33;5171393;2.640.673.985
Denmark;Europe;1993;75.25;5188386;262.966.636
Denmark;Europe;1994;75.51;5205603;2.765.788.425
Denmark;Europe;1995;75.36;5232612;2.835.852.353
Denmark;Europe;1996;75.74;5262075;2.899.908.162
Denmark;Europe;1997;76.11;5283663;2.980.434.567
Denmark;Europe;1998;76.51;5302767;3.033.882.805
Denmark;Europe;1999;76.66;5320134;3.101.302.697
Denmark;Europe;2000;76.9;5337416;32.016.753.010.000.000
Denmark;Europe;2001;77.06;5355826;3.213.410.623
Denmark;Europe;2002;77.18;5374693;3.216.650.006
Denmark;Europe;2003;77.78;5394138;3.217.480.797
Denmark;Europe;2004;77.58;5413392;3.273.791.096
Denmark;Europe;2005;78.32;5432335;33626.0
Denmark;Europe;2006;78.32;5450661;3.472.480.085
Denmark;Europe;2007;78.332;5468120;3.527.841.874
Djibouti;Africa;1952;34.812;63149;2.669.529.475
Djibouti;Africa;1957;37.328;71851;28.649.690.760.000.000
Djibouti;Africa;1962;3.969.300.000.000.000;89898;3.020.989.263
Djibouti;Africa;1967;42.074;127617;3.020.050.513
Djibouti;Africa;1972;4.436.600.000.000.000;178848;36.942.123.520.000.000
Djibouti;Africa;1977;46.519;228694;3.081.761.022
Djibouti;Africa;1982;48.812;305991;2.879.468.067
Djibouti;Africa;1987;50.04;311025;2.880.102.568
Djibouti;Africa;1992;51.604;384156;2.377.156.192.000.000
Djibouti;Africa;1997;53.157;417908;1.895.016.984
Djibouti;Africa;2002;5.337.300.000.000.000;447416;1.908.260.867
Djibouti;Africa;2007;54.791;496374;20.824.815.670.000.000
Dominican Republic;Americas;1952;45.928;2491346;1.397.717.137
Dominican Republic;Americas;1957;49.828;2923186;1.544.402.995
Dominican Republic;Americas;1962;53.459;3453434;1.662.137.359
Dominican Republic;Americas;1967;5.675.100.000.000.000;4049146;16.537.230.029.999.900
Dominican Republic;Americas;1972;59.631;4671329;2.189.874.499
Dominican Republic;Americas;1977;61.788;5302800;26.819.889
Dominican Republic;Americas;1982;63.727;5968349;2.861.092.386
Dominican Republic;Americas;1987;66.046;6655297;2.899.842.175
Dominican Republic;Americas;1992;68.457;7351181;3.044.214.214
Dominican Republic;Americas;1997;69.957;7992357;3.614.101.285
Dominican Republic;Americas;2002;70.847;8650322;4.563.808.154
Dominican Republic;Americas;2007;72.235;9319622;60.253.747.520.000.000
Ecuador;Americas;1952;48.357;3548753;3.522.110.717
Ecuador;Americas;1957;51.356;4058385;3.780.546.651
Ecuador;Americas;1962;54.64;4681707;4.086.114.078
Ecuador;Americas;1967;56.678;5432424;4.579.074.215
Ecuador;Americas;1972;5.879.600.000.000.000;6298651;528.099.471
Ecuador;Americas;1977;61.31;7278866;667.962.326
Ecuador;Americas;1982;64.342;8365850;7.213.791.267
Ecuador;Americas;1987;6.723.100.000.000.000;9545158;6.481.776.993
Ecuador;Americas;1992;69.613;10748394;7.103.702.595.000.000
Ecuador;Americas;1997;72.312;11911819;74.294.558.769.999.900
Ecuador;Americas;2002;74.173;12921234;5.773.044.512
Ecuador;Americas;2007;74.994;13755680;6.873.262.326.000.000
Egypt;Africa;1952;41.893;22223309;1.418.822.445
Egypt;Africa;1957;44.444;25009741;1.458.915.272
Egypt;Africa;1962;46.992;28173309;1.693.335.853
Egypt;Africa;1967;49.293;31681188;1.814.880.728
Egypt;Africa;1972;51.137;34807417;2.024.008.147
Egypt;Africa;1977;53.319;38783863;2.785.493.582
Egypt;Africa;1982;56.006;45681811;3.503.729.636
Egypt;Africa;1987;59.797;52799062;388.546.071
Egypt;Africa;1992;63.674;59402198;3.794.755.195
Egypt;Africa;1997;67.217;66134291;4.173.181.797
Egypt;Africa;2002;69.806;73312559;4.754.604.414
Egypt;Africa;2007;7.133.800.000.000.000;80264543;5.581.180.998
El Salvador;Americas;1952;45.262;2042865;30.483.029
El Salvador;Americas;1957;48.57;2355805;3.421.523.218
El Salvador;Americas;1962;52.307;2747687;3.776.803.627
El Salvador;Americas;1967;55.855;3232927;4.358.595.393
El Salvador;Americas;1972;58.207;3790903;4.520.246.008
El Salvador;Americas;1977;5.669.600.000.000.000;4282586;5.138.922.374
El Salvador;Americas;1982;56.604;4474873;4.098.344.175
El Salvador;Americas;1987;63.154;4842194;4.140.442.097
El Salvador;Americas;1992;66.798;5274649;44.442.317
El Salvador;Americas;1997;69.535;5783439;5.154.825.496
El Salvador;Americas;2002;70.734;6353681;5.351.568.665.999.990
El Salvador;Americas;2007;71.878;6939688;5.728.353.514
Equatorial Guinea;Africa;1952;34.482;216964;3.756.431.231
Equatorial Guinea;Africa;1957;3.598.300.000.000.000;232922;4.260.964.081
Equatorial Guinea;Africa;1962;37.485;249220;5.828.419.713.999.990
Equatorial Guinea;Africa;1967;38.987;259864;9.155.960.025
Equatorial Guinea;Africa;1972;40.516;277603;6.724.122.571
Equatorial Guinea;Africa;1977;42.024;192675;9.585.668.124
Equatorial Guinea;Africa;1982;43.662;285483;9.278.253.427
Equatorial Guinea;Africa;1987;45.664;341244;9.668.968.149
Equatorial Guinea;Africa;1992;47.545;387838;1.132.055.034
Equatorial Guinea;Africa;1997;48.245;439971;2.814.480.755
Equatorial Guinea;Africa;2002;49.348;495627;77.034.959
Equatorial Guinea;Africa;2007;5.157.899.999.999.990;551201;1.215.408.975
Eritrea;Africa;1952;3.592.800.000.000.000;1438760;3.289.405.571.000.000
Eritrea;Africa;1957;38.047;1542611;3.441.618.859
Eritrea;Africa;1962;40.158;1666618;3.809.958.433.000.000
Eritrea;Africa;1967;4.218.899.999.999.990;1820319;4.687.949.699
Eritrea;Africa;1972;44.142;2260187;5.143.242.081.999.990
Eritrea;Africa;1977;44.535;2512642;5.057.538.077
Eritrea;Africa;1982;43.89;2637297;5.248.758.493
Eritrea;Africa;1987;46.453;2915959;5.211.341.333
Eritrea;Africa;1992;4.999.100.000.000.000;3668440;5.828.585.102.000.000
Eritrea;Africa;1997;53.378;4058319;91.347.079
Eritrea;Africa;2002;55.24;4414865;7.653.500.015
Eritrea;Africa;2007;58.04;4906585;6.413.695.236.000.000
Estonia;Europe;1973;70.7;1410836;8.313.114.403
Estonia;Europe;1990;69.9;1569322;1.038.981.937
Estonia;Europe;1991;69.8;1559547;940.944.704
Estonia;Europe;1992;69.14;1528715;8.245.731.834.999.990
Estonia;Europe;1993;68.2;1491426;7.733.482.692
Estonia;Europe;1994;66.66;1467535;7.733.631.213
Estonia;Europe;1995;67.72;1446509;8.199.116.863
Estonia;Europe;1996;69.94;1427827;8.680.183.712
Estonia;Europe;1997;70.13;1413351;9.689.843.315
Estonia;Europe;1998;69.72;1400972;1.028.378.692
Estonia;Europe;1999;70.49;1389756;1.035.641.525
Estonia;Europe;2000;70.78;1379835;1.124.448.624
Estonia;Europe;2001;70.65;1369983;1.205.017.139
Estonia;Europe;2002;71.21;1360122;1.301.143.876
Estonia;Europe;2003;71.81;1350722;1.377.018.991
Estonia;Europe;2004;72.29;1341664;1.501.421.701
Estonia;Europe;2005;72.96;1332893;16654.0
Estonia;Europe;2007;71.37;1315912;1.996.740.265
Ethiopia;Africa;1952;34.078;20860941;3.621.462.796
Ethiopia;Africa;1957;36.667;22815614;3.789.041.632
Ethiopia;Africa;1962;40.059;25145372;4.194.564.161
Ethiopia;Africa;1967;42.115;27860297;5.161.186.438
Ethiopia;Africa;1972;43.515;30770372;5.662.439.442.000.000
Ethiopia;Africa;1977;44.51;34617799;5.568.083.834
Ethiopia;Africa;1982;44.916;38111756;5.778.607.471
